Post Content,Dashboard Image URL,Website Link,Hashtags,Features Highlights,Description,Title
"Docspell

Docspell assists in organizing your piles of digital documents, resulting from scanners, e-mails and other sources with miminal effort.

Features Highlight:

- Text Extraction with OCR:

Text is extracted from all files. For scanned documents/images, OCR is used by utilising tesseract. The text is analysed and is available for full-text search.

- Text Analysis:

The extracted text is analyzed using ML algorithms to find properties that can be annotated to your documents automatically.

- Support for many files:

Docspell can read many file types. ZIP and EML (e-mail file format) files are extracted and their contents imported.

- Conversion to PDF:

All files are converted to PDF. Don't worry about the originals. Original files are stored, too and can be downloaded untouched. When creating PDFs from image data (often returned from scanners), the resulting PDF contains the extracted text and is searchable.

https://octabyte.io/hosting-and-infrastructure/storage/docspell

#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #docspell #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/storage/docspell/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/storage/docspell,#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #docspell #managedservices,"- Text Extraction with OCR:

Text is extracted from all files. For scanned documents/images, OCR is used by utilising tesseract. The text is analysed and is available for full-text search.

- Text Analysis:

The extracted text is analyzed using ML algorithms to find properties that can be annotated to your documents automatically.

- Support for many files:

Docspell can read many file types. ZIP and EML (e-mail file format) files are extracted and their contents imported.

- Conversion to PDF:

All files are converted to PDF. Don't worry about the originals. Original files are stored, too and can be downloaded untouched. When creating PDFs from image data (often returned from scanners), the resulting PDF contains the extracted text and is searchable.",Simple document organizer,Docspell
"Immich

Immich is a promising self-hosted alternative to Google Photos. Its UI and features are clearly heavily inspired by Google Photos, and like Photoprism, Immich uses Tensorflow-based machine learning to auto-tag your photos!

Features Highlight:

- Bulk Upload (Using the CLI):

You can use the CLI to upload an existing gallery to the Immich server

- Reverse Geocoding:

Immich supports Reverse Geocoding using data from the GeoNames geographical database.

- Search:

Immich uses Typesense as the primary search database to enable a high-performance search mechanism.

- Mobile App & Backup:

It can be accessed through a mobile app with the server url on a supported device to upload backups, and it supports both foreground and background automatic backup.

https://octabyte.io/hosting-and-infrastructure/storage/immich

#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #immich #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/storage/immich/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/storage/immich,#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #immich #managedservices,"- Bulk Upload (Using the CLI):

You can use the CLI to upload an existing gallery to the Immich server

- Reverse Geocoding:

Immich supports Reverse Geocoding using data from the GeoNames geographical database.

- Search:

Immich uses Typesense as the primary search database to enable a high-performance search mechanism.

- Mobile App & Backup:

It can be accessed through a mobile app with the server url on a supported device to upload backups, and it supports both foreground and background automatic backup.",Self-hosted photo and video backup solution directly from your mobile phone.,Immich
"Picoshare

On PicoShare, only you can upload files. You can share links to those files with anyone, and they never have to sign up for an account.

Features Highlight:

- Direct download links:

PicoShare gives you a direct download link you can share with anyone. They can view or download the file with no ads or signups.

- No file restrictions:

Unlike sites like Imgur, Vimeo, or SoundCloud which only allow you to share specific types of files, PicoShare lets you share any file of any size.

- o resizing/re-encoding:

If you upload media like images, video, or audio, PicoShare never forces you to wait on re-encoding. You get a direct download link as soon as you upload the file, and PicoShare never resizes or re-encodes your file.

- Preservation:

PicoShare preserves the original filename and metadata for your files.

https://octabyte.io/hosting-and-infrastructure/storage/picoshare

#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #picoshare #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/storage/picoshare/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/storage/picoshare,#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #picoshare #managedservices,"- Direct download links:

PicoShare gives you a direct download link you can share with anyone. They can view or download the file with no ads or signups.

- No file restrictions:

Unlike sites like Imgur, Vimeo, or SoundCloud which only allow you to share specific types of files, PicoShare lets you share any file of any size.

- o resizing/re-encoding:

If you upload media like images, video, or audio, PicoShare never forces you to wait on re-encoding. You get a direct download link as soon as you upload the file, and PicoShare never resizes or re-encodes your file.

- Preservation:

PicoShare preserves the original filename and metadata for your files.","PicoShare is a service for sharing images, videos, and other files.",Picoshare
"MinIO

MinIO supports the widest range of use cases across the largest number of environments. Cloud native since inception, its software-defined suite runs seamlessly in the public cloud, private cloud and at the edge. With industry-leading performance and scalability, MinIO can deliver a range of use cases from AI/ML, analytics, backup/restore and modern web and mobile apps.

Features Highlight:

- Hybrid and multi-cloud:

MinIO is a natural fit for enterprises looking for a consistent, performant and scalable object store for their hybrid cloud strategies. Kubernetes-native by design, S3 compatible from inception, MinIO has more than 7.7m instances running in AWS, Azure and GCP – more than the rest of the private cloud combined. When added to millions of private cloud instances and extensive edge deployments, MinIO is the hybrid cloud leader.

- Cloud-native from the start:

MinIO, built from scratch in recent years, is native to the technologies and architectures that define the cloud, including containerization, orchestration with Kubernetes, microservices and multi-tenancy. No other object store is more Kubernetes-friendly.

- High-performance object storage:

MinIO is the world's fastest object storage server. With read/write speeds of 183 GB/s and 171 GB/s on standard hardware, object storage can operate as the primary storage tier for a diverse set of workloads, including Spark, Presto, TensorFlow and H2O.ai, as well as a replacement for Hadoop HDFS.

- Built on the principles of web scale:

MinIO leverages the hard-won knowledge of web scalers to bring a simple scaling model to object storage. Scaling starts with a single cluster that can be federated with other MinIO clusters to create a global namespace, spanning multiple datacenters if needed. It is one of the reasons that more than half the Fortune 500 run MinIO.

https://octabyte.io/hosting-and-infrastructure/storage/minio

#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #minio #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/storage/minio/screenshot-1.jpg,https://octabyte.io/hosting-and-infrastructure/storage/minio,#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #minio #managedservices,"- Hybrid and multi-cloud:

MinIO is a natural fit for enterprises looking for a consistent, performant and scalable object store for their hybrid cloud strategies. Kubernetes-native by design, S3 compatible from inception, MinIO has more than 7.7m instances running in AWS, Azure and GCP – more than the rest of the private cloud combined. When added to millions of private cloud instances and extensive edge deployments, MinIO is the hybrid cloud leader.

- Cloud-native from the start:

MinIO, built from scratch in recent years, is native to the technologies and architectures that define the cloud, including containerization, orchestration with Kubernetes, microservices and multi-tenancy. No other object store is more Kubernetes-friendly.

- High-performance object storage:

MinIO is the world's fastest object storage server. With read/write speeds of 183 GB/s and 171 GB/s on standard hardware, object storage can operate as the primary storage tier for a diverse set of workloads, including Spark, Presto, TensorFlow and H2O.ai, as well as a replacement for Hadoop HDFS.

- Built on the principles of web scale:

MinIO leverages the hard-won knowledge of web scalers to bring a simple scaling model to object storage. Scaling starts with a single cluster that can be federated with other MinIO clusters to create a global namespace, spanning multiple datacenters if needed. It is one of the reasons that more than half the Fortune 500 run MinIO.",MinIO is a leader in hybrid cloud and multi-cloud object storage.,MinIO
"SFTPGo

Fully featured and highly configurable SFTP server with optional HTTP/S, FTP/S and WebDAV support. Several storage backends are supported: local filesystem, encrypted local filesystem, S3 (compatible) Object Storage, Google Cloud Storage, Azure Blob Storage, SFTP.

Features Highlight:

- Web UI:

Web based administration interface to easily manage users, folders and connections.
Web client interface so that end users can change their credentials, manage and share their files in the browser. Web Client and Web Admin user interfaces support OpenID Connect authentication and so they can be integrated with identity providers such as Keycloak.

- Versatile:

Support for serving local filesystem, encrypted local filesystem, S3 Compatible Object Storage, Google Cloud Storage, Azure Blob Storage or other SFTP accounts over SFTP/SCP/FTP/WebDAV.

- REST API:

REST API for users and folders management, data retention, backup, restore and real time reports of the active connections with possibility of forcibly closing a connection.

- Features:

Quota, Data transfer bandwidth limits, Geo-IP filtering, Virtual folders ... and hundreds of others options and features are available

https://octabyte.io/hosting-and-infrastructure/storage/sftpgo

#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #sftpgo #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/storage/sftpgo/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/storage/sftpgo,#octabyte #opensource #devops #itservices #hosting #infrastructure #storage #sftpgo #managedservices,"- Web UI:

Web based administration interface to easily manage users, folders and connections.
Web client interface so that end users can change their credentials, manage and share their files in the browser. Web Client and Web Admin user interfaces support OpenID Connect authentication and so they can be integrated with identity providers such as Keycloak.

- Versatile:

Support for serving local filesystem, encrypted local filesystem, S3 Compatible Object Storage, Google Cloud Storage, Azure Blob Storage or other SFTP accounts over SFTP/SCP/FTP/WebDAV.

- REST API:

REST API for users and folders management, data retention, backup, restore and real time reports of the active connections with possibility of forcibly closing a connection.

- Features:

Quota, Data transfer bandwidth limits, Geo-IP filtering, Virtual folders ... and hundreds of others options and features are available","Fully featured and highly configurable SFTP server with optional HTTP/S, FTP/S and WebDAV support",SFTPGo
"Nomad

Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations.

Features Highlight:

- Simple and Lightweight:

Single binary that integrates into existing infrastructure. Easy to operate on-prem or in the cloud with minimal overhead.

- Flexible Workload Support:

Orchestrate applications of any type - not just containers. First class support for Docker, Windows, Java, VMs, and more.

- Modernize Legacy Applications without Rewrite:

Bring orchestration benefits to existing services. Achieve zero downtime deployments, improved resilience, higher resource utilization, and more without containerization.

- Easy Federation at Scale:

Single command for multi-region, multi-cloud federation. Deploy applications globally to any region using Nomad as a single unified control plane.

https://octabyte.io/hosting-and-infrastructure/containers/nomad

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #nomad #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/containers/nomad/screenshot-1.jpg,https://octabyte.io/hosting-and-infrastructure/containers/nomad,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #nomad #managedservices,"- Simple and Lightweight:

Single binary that integrates into existing infrastructure. Easy to operate on-prem or in the cloud with minimal overhead.

- Flexible Workload Support:

Orchestrate applications of any type - not just containers. First class support for Docker, Windows, Java, VMs, and more.

- Modernize Legacy Applications without Rewrite:

Bring orchestration benefits to existing services. Achieve zero downtime deployments, improved resilience, higher resource utilization, and more without containerization.

- Easy Federation at Scale:

Single command for multi-region, multi-cloud federation. Deploy applications globally to any region using Nomad as a single unified control plane.",Nomad is a scheduler and workload orchestrator.,Nomad
"Portainer

Portainer is a lightweight management UI which allows you to easily manage your Docker host or Swarm cluster. Portainer is meant to be as simple to deploy as it is to use. It consists of a single container that can run on any Docker engine (Docker for Linux and Docker for Windows are supported).

Features Highlight:

- Deploy containerized apps easily and securely:

Portainer allows you to get your app up and running in any container-based environment (Docker, Kubernetes. ACI) quickly, easily and securely without first having to learn the platform intricacies.

- Easy automation:

Automation (CI/CD) is key to efficient software delivery, but it can be tricky to get going. Portainer's simple GitOps integration is the perfect place to start.

- Simple-to-build container management system:

To succeed with containers, you need to give your internal users secure access to the tools they need. Portainer makes it easy to set up and configure a complete container service delivery engine.

- Secure container environment:

Orchestrators like Kubernetes are not equipped with identity and access management by default. Portainer makes it easy to set up and manage centralized identity and access management (including RBAC).

https://octabyte.io/hosting-and-infrastructure/containers/portainer

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #portainer #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/containers/portainer/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/containers/portainer,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #portainer #managedservices,"- Deploy containerized apps easily and securely:

Portainer allows you to get your app up and running in any container-based environment (Docker, Kubernetes. ACI) quickly, easily and securely without first having to learn the platform intricacies.

- Easy automation:

Automation (CI/CD) is key to efficient software delivery, but it can be tricky to get going. Portainer's simple GitOps integration is the perfect place to start.

- Simple-to-build container management system:

To succeed with containers, you need to give your internal users secure access to the tools they need. Portainer makes it easy to set up and configure a complete container service delivery engine.

- Secure container environment:

Orchestrators like Kubernetes are not equipped with identity and access management by default. Portainer makes it easy to set up and manage centralized identity and access management (including RBAC).",Portainer is a centralized service delivery platform for containerized apps.,Portainer
"DockerRegistry

You should use the Registry if you want to:
tightly control where your images are being stored
fully own your images distribution pipeline
integrate image storage and distribution tightly into your in-house development workflow

Features Highlight:

- :



- :



- :



- :



https://octabyte.io/hosting-and-infrastructure/containers/dockerregistry

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #dockerregistry #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.ioNone,https://octabyte.io/hosting-and-infrastructure/containers/dockerregistry,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #dockerregistry #managedservices,"- :



- :



- :



- :

","Docker Registry is a stateless, highly scalable server side application that stores and lets you distribute Docker images. The Registry is open-source, under the permissive Apache license.",DockerRegistry
"K3S

k3s is a lightweight, easy to install Kubernetes distribution geared towards resource-constrained environments and low touch operations. Some use cases in which k3s really shines are edge, ARM, IoT, and CI.

Features Highlight:

- Perfect for Edge:

K3s is a highly available, certified Kubernetes distribution designed for production workloads in unattended, resource-constrained, remote locations or inside IoT appliances.

- Simplified & Secure:

K3s is packaged as a single <50MB binary that reduces the dependencies and steps needed to install, run and auto-update a production Kubernetes cluster.

- Optimized for ARM:

Both ARM64 and ARMv7 are supported with binaries and multiarch images available for both. K3s works great from something as small as a Raspberry Pi to an AWS a1.4xlarge 32GiB server.

- Batteries Included:

Simple but powerful “batteries-included” features have been added, such as: a local storage provider, a service load balancer, a Helm controller, and the Traefik ingress controller.

https://octabyte.io/hosting-and-infrastructure/containers/k3s

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #k3s #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.ioNone,https://octabyte.io/hosting-and-infrastructure/containers/k3s,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #k3s #managedservices,"- Perfect for Edge:

K3s is a highly available, certified Kubernetes distribution designed for production workloads in unattended, resource-constrained, remote locations or inside IoT appliances.

- Simplified & Secure:

K3s is packaged as a single <50MB binary that reduces the dependencies and steps needed to install, run and auto-update a production Kubernetes cluster.

- Optimized for ARM:

Both ARM64 and ARMv7 are supported with binaries and multiarch images available for both. K3s works great from something as small as a Raspberry Pi to an AWS a1.4xlarge 32GiB server.

- Batteries Included:

Simple but powerful “batteries-included” features have been added, such as: a local storage provider, a service load balancer, a Helm controller, and the Traefik ingress controller.",K3s is a fully compliant Kubernetes distribution,K3S
"Microk8s

MicroK8s is an open-source system for automating deployment, scaling, and management of containerised applications. It provides the functionality of core Kubernetes components, in a small footprint, scalable from a single node to a high-availability production cluster.

Features Highlight:

- Small:

Developers want the smallest K8s for laptop and workstation development. MicroK8s provides a standalone K8s compatible with Azure AKS, Amazon EKS, Google GKE when you run it on Ubuntu.

- Simple:

Minimize administration and operations with a single-package install that has no moving parts for simplicity and certainty. All dependencies and batteries included.

- Secure:

Updates are available for all security issues and can be applied immediately or scheduled to suit your maintenance cycle.

- Current:

MicroK8s tracks upstream and releases beta, RC and final bits the same day as upstream K8s. You can track latest K8s or stick to any release version from 1.10 onwards.

https://octabyte.io/hosting-and-infrastructure/containers/microk8s

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #microk8s #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/containers/microk8s/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/containers/microk8s,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #microk8s #managedservices,"- Small:

Developers want the smallest K8s for laptop and workstation development. MicroK8s provides a standalone K8s compatible with Azure AKS, Amazon EKS, Google GKE when you run it on Ubuntu.

- Simple:

Minimize administration and operations with a single-package install that has no moving parts for simplicity and certainty. All dependencies and batteries included.

- Secure:

Updates are available for all security issues and can be applied immediately or scheduled to suit your maintenance cycle.

- Current:

MicroK8s tracks upstream and releases beta, RC and final bits the same day as upstream K8s. You can track latest K8s or stick to any release version from 1.10 onwards.","MicroK8s is a small, fast, single-package Kubernetes for developers, IoT and edge",Microk8s
"k0s

The Simple, Solid & Certified Kubernetes Distribution. Deploy and run Kubernetes workloads at any scale on any infrastructure. All batteries included. 100% open source & free.

Features Highlight:

- Zero Friction:

k0s drastically reduces the complexity of installing and running a fully conformant Kubernetes distribution. New kube clusters can be bootstrapped in minutes. Developer friction is reduced to zero, allowing anyone, with no special skills or expertise in Kubernetes to easily get started.

- Zero Deps:

k0s is distributed as a single binary with zero host OS dependencies besides the host OS kernel. It works with any operating system without additional software packages or configuration. Any security vulnerabilities or performance issues can be fixed directly in the k0s distribution.

- Zero Cost:

k0s is completely free for personal or commercial use, and it always will be. The source code is available on Github under Apache 2 license. It's a no brainer foundation for any Kubernetes projects and easy build upon.

- Control Plane Datastore:

In-Cluster Elastic Etcd with TLS (default)
In-Cluster SQLite (default for single node)
External PostgreSQL
External MySQL

https://octabyte.io/hosting-and-infrastructure/containers/k0s

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #k0s #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.ioNone,https://octabyte.io/hosting-and-infrastructure/containers/k0s,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #k0s #managedservices,"- Zero Friction:

k0s drastically reduces the complexity of installing and running a fully conformant Kubernetes distribution. New kube clusters can be bootstrapped in minutes. Developer friction is reduced to zero, allowing anyone, with no special skills or expertise in Kubernetes to easily get started.

- Zero Deps:

k0s is distributed as a single binary with zero host OS dependencies besides the host OS kernel. It works with any operating system without additional software packages or configuration. Any security vulnerabilities or performance issues can be fixed directly in the k0s distribution.

- Zero Cost:

k0s is completely free for personal or commercial use, and it always will be. The source code is available on Github under Apache 2 license. It's a no brainer foundation for any Kubernetes projects and easy build upon.

- Control Plane Datastore:

In-Cluster Elastic Etcd with TLS (default)
In-Cluster SQLite (default for single node)
External PostgreSQL
External MySQL","The Simple, Solid & Certified Kubernetes Distribution. Deploy and run Kubernetes workloads at any scale on any infrastructure. All batteries included. 100% open source & free.",k0s
"Nexus3

World’s #1 Repository Manager. Single source of truth for all of your components, binaries, and build artifacts.
Efficiently distribute parts and containers to developers. Deployed at more than 100,000 organizations globally.

Features Highlight:

- Universal Support for All Popular Build Tools:

Store and distribute Maven/Java, npm, NuGet, Helm, Docker, P2, OBR, APT, GO, R, Conan components and more.
Manage components from dev through delivery: binaries, containers, assemblies, and finished goods.
Awesome support for the Java Virtual Machine (JVM) ecosystem, including Gradle, Ant, Maven, and Ivy.
Compatible with popular tools like Eclipse, IntelliJ, Hudson, Jenkins, Puppet, Chef, Docker, and more.

- Efficiency and Flexibility to Empower Development Teams:

Streamline productivity by sharing components internally.
Gain insight into component security, license and quality issues.
Build off-line with remote package availability.
Integrate with industry leading build tools.

- World’s #1 Repository Manager:

Single source of truth for all of your components, binaries, and build artifacts.
Efficiently distribute parts and containers to developers.
Deployed at more than 100,000 organizations globally.

- :



https://octabyte.io/hosting-and-infrastructure/containers/nexus3

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #nexus3 #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.ioNone,https://octabyte.io/hosting-and-infrastructure/containers/nexus3,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #nexus3 #managedservices,"- Universal Support for All Popular Build Tools:

Store and distribute Maven/Java, npm, NuGet, Helm, Docker, P2, OBR, APT, GO, R, Conan components and more.
Manage components from dev through delivery: binaries, containers, assemblies, and finished goods.
Awesome support for the Java Virtual Machine (JVM) ecosystem, including Gradle, Ant, Maven, and Ivy.
Compatible with popular tools like Eclipse, IntelliJ, Hudson, Jenkins, Puppet, Chef, Docker, and more.

- Efficiency and Flexibility to Empower Development Teams:

Streamline productivity by sharing components internally.
Gain insight into component security, license and quality issues.
Build off-line with remote package availability.
Integrate with industry leading build tools.

- World’s #1 Repository Manager:

Single source of truth for all of your components, binaries, and build artifacts.
Efficiently distribute parts and containers to developers.
Deployed at more than 100,000 organizations globally.

- :

",The free artifact repository with universal format support.,Nexus3
"CI-CD-Target

CI/CD target by Elestio is a fully managed service made to handle deployment, security, reverse proxy, ssl, smtp, logs, backups & monitoring of your own source code coming from Github, Gitlab or Docker registries

Features Highlight:

- Deploy automaticaly from Github / Gitlab / Docker registries:

Go from source to production In 3 simple steps 
1) Select your source project from your account or from our samples
2) Select an existing target or create a new one (where the pipeline will be deployed)
3) Configure your pipeline (env vars, runtime, build/run command, lifecycle scripts, ...)

- Samples available for most popular frameworks:

We have created 52 sample repositories for all most popular frameworks & runtimes. Thanks to that you can quickstart with your favorite frontend / backend technology in few minutes.

- Deploy multiple containers to a single target:

You can deploy multiple instances of the same software or various software to the same CI/CD target  (eg: 3 wordpress, 2 directus, 4 mysql, 1 uptime kuma ...)

- Move pipelines between nodes:

You can move a ci/cd pipeline from one vm to another vm in a click. Your data, dns, and all settings are moving along smoothly as well to their new home. Migrate any pipeline in minutes without stress.

https://octabyte.io/hosting-and-infrastructure/containers/ci-cd-target

#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #cicdtarget #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/containers/ci-cd-target/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/containers/ci-cd-target,#octabyte #opensource #devops #itservices #hosting #infrastructure #containers #cicdtarget #managedservices,"- Deploy automaticaly from Github / Gitlab / Docker registries:

Go from source to production In 3 simple steps 
1) Select your source project from your account or from our samples
2) Select an existing target or create a new one (where the pipeline will be deployed)
3) Configure your pipeline (env vars, runtime, build/run command, lifecycle scripts, ...)

- Samples available for most popular frameworks:

We have created 52 sample repositories for all most popular frameworks & runtimes. Thanks to that you can quickstart with your favorite frontend / backend technology in few minutes.

- Deploy multiple containers to a single target:

You can deploy multiple instances of the same software or various software to the same CI/CD target  (eg: 3 wordpress, 2 directus, 4 mysql, 1 uptime kuma ...)

- Move pipelines between nodes:

You can move a ci/cd pipeline from one vm to another vm in a click. Your data, dns, and all settings are moving along smoothly as well to their new home. Migrate any pipeline in minutes without stress.",Deploy one or multiple CD/CD pipelines to a target node,CI-CD-Target
"iTop

Designed by experienced IT service professionals, iTop has been created to manage the complexity of shared infrastructures. iTop gives you the ability to analyze the impact of an incident or a change on the various services and contracts that you have to fulfil.

Features Highlight:

- 100% Customizable:

Ready to use, iTop adapts to your needs and processes without writing a single line of code

- An ERP for IT:

Shared referential + Industrialized services = Best Customer Satisfaction

- Problem Management:

To avoid repetition of incidents, the problem management module is the analysts' tool, contributing to the pool of knowledge for common mistakes

- Customizable Workflow:

The life cycle of the tickets or the list of tasks to perform for the achievement of a process can be set to fit each organization

https://octabyte.io/hosting-and-infrastructure/infrastructure/itop

#octabyte #opensource #devops #itservices #hosting #infrastructure #infrastructure #itop #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/infrastructure/itop/screenshot-1.png,https://octabyte.io/hosting-and-infrastructure/infrastructure/itop,#octabyte #opensource #devops #itservices #hosting #infrastructure #infrastructure #itop #managedservices,"- 100% Customizable:

Ready to use, iTop adapts to your needs and processes without writing a single line of code

- An ERP for IT:

Shared referential + Industrialized services = Best Customer Satisfaction

- Problem Management:

To avoid repetition of incidents, the problem management module is the analysts' tool, contributing to the pool of knowledge for common mistakes

- Customizable Workflow:

The life cycle of the tickets or the list of tasks to perform for the achievement of a process can be set to fit each organization","iTop adapts to the needs of digital businesses to manage multiple customers, contracts and SLAs",iTop
"Centrifugo

Centrifugo, a scalable real-time messaging server, works in conjunction with whatever programming language your application uses on frontend or backend sides. Centrifugo broadcasts the event to all connected clients subscribed to the event channel. In brief, Centrifugo is a user-facing PUB/SUB server.

Features Highlight:

- Integrates with everything:

Centrifugo, a self-hosted service, can handle connections over a variety of real-time transports and provides a simple publish API. It integrates well with any application. There's no need to change an application architecture to introduce real-time features; you just let Centrifugo deal with persistent connections.

- Great performance:

Centrifugo, built in Go language, has some smart optimizations inside. It performs very well; a test stand, with 1m WebSocket connections, showed that about 30m messages per minute (500k messages per second) would be delivered to connected clients and latency would not be greater than 200ms in 99 percentile.

- Feature-rich:

Centrifugo's many built-in features can help you to build an attractive real-time application in a short time. Centrifugo provides different types of subscriptions, hot channel history, instant presence and RPC calls. There is also the option to proxy connection events to the application backend over HTTP or GRPC.

- Out-of-the-box scalability:

Built-in Redis, KeyDB, Tarantool engines or Nats broker make it possible to scale connections over different machines. With consistent sharding of Redis, KeyDB and Tarantool, it's possible to handle millions of active connections with reasonable hardware requirements.

https://octabyte.io/hosting-and-infrastructure/infrastructure/centrifugo

#octabyte #opensource #devops #itservices #hosting #infrastructure #infrastructure #centrifugo #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/hosting-and-infrastructure/infrastructure/centrifugo/screenshot-1.jpg,https://octabyte.io/hosting-and-infrastructure/infrastructure/centrifugo,#octabyte #opensource #devops #itservices #hosting #infrastructure #infrastructure #centrifugo #managedservices,"- Integrates with everything:

Centrifugo, a self-hosted service, can handle connections over a variety of real-time transports and provides a simple publish API. It integrates well with any application. There's no need to change an application architecture to introduce real-time features; you just let Centrifugo deal with persistent connections.

- Great performance:

Centrifugo, built in Go language, has some smart optimizations inside. It performs very well; a test stand, with 1m WebSocket connections, showed that about 30m messages per minute (500k messages per second) would be delivered to connected clients and latency would not be greater than 200ms in 99 percentile.

- Feature-rich:

Centrifugo's many built-in features can help you to build an attractive real-time application in a short time. Centrifugo provides different types of subscriptions, hot channel history, instant presence and RPC calls. There is also the option to proxy connection events to the application backend over HTTP or GRPC.

- Out-of-the-box scalability:

Built-in Redis, KeyDB, Tarantool engines or Nats broker make it possible to scale connections over different machines. With consistent sharding of Redis, KeyDB and Tarantool, it's possible to handle millions of active connections with reasonable hardware requirements.","Centrifugo is a scalable real-time, language-agnostic messaging server.",Centrifugo
